集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2011,08,茨城県,E,製造業,25～29歳,22.26,59.4,326.52
2011,08,茨城県,E,製造業,30～34歳,25.52,79.05,385.29
2011,08,茨城県,E,製造業,35～39歳,29.49,96.51,450.39
2011,08,茨城県,E,製造業,40～44歳,31.81,107.75,489.47
2011,08,茨城県,E,製造業,45～49歳,34.23,118.5,529.26
2011,08,茨城県,E,製造業,50～54歳,34.79,119.95,537.43
2011,08,茨城県,E,製造業,55～59歳,33.6,118.43,521.63
2011,08,茨城県,E,製造業,60～64歳,23.16,36.08,314
2011,08,茨城県,E,製造業,65～69歳,19.9,25.17,263.97
2011,08,茨城県,E,製造業,70歳～,22.65,26.21,298.01
2011,08,茨城県,F,電気・ガス・熱供給・水道業,年齢計,40.17,157.78,639.82
2011,08,茨城県,F,電気・ガス・熱供給・水道業,～19歳,16,15.29,207.29
2011,08,茨城県,F,電気・ガス・熱供給・水道業,20～24歳,18.48,55.65,277.41
2011,08,茨城県,F,電気・ガス・熱供給・水道業,25～29歳,23.95,79.88,367.28
2011,08,茨城県,F,電気・ガス・熱供給・水道業,30～34歳,33.4,131.95,532.75
2011,08,茨城県,F,電気・ガス・熱供給・水道業,35～39歳,35.66,146.62,574.54
2011,08,茨城県,F,電気・ガス・熱供給・水道業,40～44歳,45.91,188.54,739.46
2011,08,茨城県,F,電気・ガス・熱供給・水道業,45～49歳,49.16,211.43,801.35
2011,08,茨城県,F,電気・ガス・熱供給・水道業,50～54歳,53.02,214.13,850.37
2011,08,茨城県,F,電気・ガス・熱供給・水道業,55～59歳,51.79,194.82,816.3
2011,08,茨城県,F,電気・ガス・熱供給・水道業,60～64歳,27.17,83.81,409.85
2011,08,茨城県,F,電気・ガス・熱供給・水道業,65～69歳,-,-,-
2011,08,茨城県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2011,08,茨城県,G,情報通信業,年齢計,30.96,94.13,465.65
2011,08,茨城県,G,情報通信業,～19歳,17.43,67.8,276.96
2011,08,茨城県,G,情報通信業,20～24歳,19.96,31.29,270.81
2011,08,茨城県,G,情報通信業,25～29歳,22.34,36.67,304.75
2011,08,茨城県,G,情報通信業,30～34歳,25.11,67.77,369.09
2011,08,茨城県,G,情報通信業,35～39歳,28.85,97.07,443.27
2011,08,茨城県,G,情報通信業,40～44歳,33.39,108.16,508.84
2011,08,茨城県,G,情報通信業,45～49歳,38.68,140.65,604.81
2011,08,茨城県,G,情報通信業,50～54歳,48.79,182.88,768.36
2011,08,茨城県,G,情報通信業,55～59歳,48.85,178.03,764.23
2011,08,茨城県,G,情報通信業,60～64歳,37.86,45.59,499.91
2011,08,茨城県,G,情報通信業,65～69歳,71.15,50,903.8
2011,08,茨城県,G,情報通信業,70歳～,-,-,-
2011,08,茨城県,H,運輸業，郵便業,年齢計,26.28,45.42,360.78
2011,08,茨城県,H,運輸業，郵便業,～19歳,16.88,10.9,213.46
2011,08,茨城県,H,運輸業，郵便業,20～24歳,19.14,33.88,263.56
2011,08,茨城県,H,運輸業，郵便業,25～29歳,21.49,41.92,299.8
2011,08,茨城県,H,運輸業，郵便業,30～34歳,24.59,45.69,340.77
2011,08,茨城県,H,運輸業，郵便業,35～39歳,26.76,44.14,365.26
2011,08,茨城県,H,運輸業，郵便業,40～44歳,27.86,47.09,381.41
2011,08,茨城県,H,運輸業，郵便業,45～49歳,29.46,41.3,394.82
2011,08,茨城県,H,運輸業，郵便業,50～54歳,29.56,71.29,426.01
2011,08,茨城県,H,運輸業，郵便業,55～59歳,26.57,51.97,370.81
2011,08,茨城県,H,運輸業，郵便業,60～64歳,22.44,15.76,285.04
2011,08,茨城県,H,運輸業，郵便業,65～69歳,21.48,8.63,266.39
2011,08,茨城県,H,運輸業，郵便業,70歳～,25.23,0,302.76
2011,08,茨城県,I,卸売業，小売業,年齢計,26.85,66.59,388.79
2011,08,茨城県,I,卸売業，小売業,～19歳,15.9,5.75,196.55
2011,08,茨城県,I,卸売業，小売業,20～24歳,18.66,32.76,256.68
2011,08,茨城県,I,卸売業，小売業,25～29歳,21.98,55.05,318.81
2011,08,茨城県,I,卸売業，小売業,30～34歳,25.73,63.76,372.52
2011,08,茨城県,I,卸売業，小売業,35～39歳,27.02,63.09,387.33
2011,08,茨城県,I,卸売業，小売業,40～44歳,30.64,83.59,451.27
2011,08,茨城県,I,卸売業，小売業,45～49歳,33.27,108.35,507.59
2011,08,茨城県,I,卸売業，小売業,50～54歳,32.55,94.91,485.51
2011,08,茨城県,I,卸売業，小売業,55～59歳,31.89,67.29,449.97
2011,08,茨城県,I,卸売業，小売業,60～64歳,24.67,42.44,338.48
2011,08,茨城県,I,卸売業，小売業,65～69歳,15.63,1.29,188.85
2011,08,茨城県,I,卸売業，小売業,70歳～,12.85,0,154.2
2011,08,茨城県,J,金融業，保険業,年齢計,35.58,127.98,554.94
2011,08,茨城県,J,金融業，保険業,～19歳,-,-,-
2011,08,茨城県,J,金融業，保険業,20～24歳,19.68,36.34,272.5
2011,08,茨城県,J,金融業，保険業,25～29歳,21.89,81.5,344.18
2011,08,茨城県,J,金融業，保険業,30～34歳,25.19,89.31,391.59
2011,08,茨城県,J,金融業，保険業,35～39歳,31.54,116.9,495.38
2011,08,茨城県,J,金融業，保険業,40～44歳,38.31,147.62,607.34
2011,08,茨城県,J,金融業，保険業,45～49歳,46.78,194.29,755.65
2011,08,茨城県,J,金融業，保険業,50～54歳,48.47,206.51,788.15
2011,08,茨城県,J,金融業，保険業,55～59歳,46.94,122.74,686.02
2011,08,茨城県,J,金融業，保険業,60～64歳,26.13,47.27,360.83
2011,08,茨城県,J,金融業，保険業,65～69歳,35.62,85.27,512.71
2011,08,茨城県,J,金融業，保険業,70歳～,38.92,81.78,548.82
2011,08,茨城県,K,不動産業，物品賃貸業,年齢計,29.11,69.05,418.37
2011,08,茨城県,K,不動産業，物品賃貸業,～19歳,15,0,180
2011,08,茨城県,K,不動産業，物品賃貸業,20～24歳,18.16,39.04,256.96
2011,08,茨城県,K,不動産業，物品賃貸業,25～29歳,20.92,46.85,297.89
2011,08,茨城県,K,不動産業，物品賃貸業,30～34歳,25.16,55.74,357.66
2011,08,茨城県,K,不動産業，物品賃貸業,35～39歳,29.05,72.06,420.66
2011,08,茨城県,K,不動産業，物品賃貸業,40～44歳,31.17,89.26,463.3
2011,08,茨城県,K,不動産業，物品賃貸業,45～49歳,34.48,74.58,488.34
2011,08,茨城県,K,不動産業，物品賃貸業,50～54歳,32.88,87.6,482.16
2011,08,茨城県,K,不動産業，物品賃貸業,55～59歳,38.68,103.63,567.79
2011,08,茨城県,K,不動産業，物品賃貸業,60～64歳,24.99,32.72,332.6
2011,08,茨城県,K,不動産業，物品賃貸業,65～69歳,21.06,4.7,257.42
2011,08,茨城県,K,不動産業，物品賃貸業,70歳～,-,-,-
2011,08,茨城県,L,学術研究，専門・技術サービス業,年齢計,42.64,154.75,666.43
2011,08,茨城県,L,学術研究，専門・技術サービス業,～19歳,16.02,0,192.24
2011,08,茨城県,L,学術研究，専門・技術サービス業,20～24歳,18.27,39.14,258.38
2011,08,茨城県,L,学術研究，専門・技術サービス業,25～29歳,28.59,86.91,429.99
2011,08,茨城県,L,学術研究，専門・技術サービス業,30～34歳,32.29,77.87,465.35
2011,08,茨城県,L,学術研究，専門・技術サービス業,35～39歳,36.8,124.73,566.33
2011,08,茨城県,L,学術研究，専門・技術サービス業,40～44歳,44.85,170.73,708.93
2011,08,茨城県,L,学術研究，専門・技術サービス業,45～49歳,54.14,220.93,870.61
2011,08,茨城県,L,学術研究，専門・技術サービス業,50～54歳,54.72,225.84,882.48
2011,08,茨城県,L,学術研究，専門・技術サービス業,55～59歳,55.7,227.28,895.68
2011,08,茨城県,L,学術研究，専門・技術サービス業,60～64歳,38.39,105.41,566.09
2011,08,茨城県,L,学術研究，専門・技術サービス業,65～69歳,22.95,48.18,323.58
2011,08,茨城県,L,学術研究，専門・技術サービス業,70歳～,27,0,324
2011,08,茨城県,M,宿泊業，飲食サービス業,年齢計,23.72,39.95,324.59
2011,08,茨城県,M,宿泊業，飲食サービス業,～19歳,16,0,192
2011,08,茨城県,M,宿泊業，飲食サービス業,20～24歳,18.51,15.31,237.43
2011,08,茨城県,M,宿泊業，飲食サービス業,25～29歳,20.12,39.71,281.15
2011,08,茨城県,M,宿泊業，飲食サービス業,30～34歳,25.04,43.24,343.72
2011,08,茨城県,M,宿泊業，飲食サービス業,35～39歳,28.06,54.22,390.94
2011,08,茨城県,M,宿泊業，飲食サービス業,40～44歳,27.16,55.93,381.85
2011,08,茨城県,M,宿泊業，飲食サービス業,45～49歳,30.43,62.67,427.83
2011,08,茨城県,M,宿泊業，飲食サービス業,50～54歳,23.36,32.3,312.62
2011,08,茨城県,M,宿泊業，飲食サービス業,55～59歳,36.39,91.74,528.42
2011,08,茨城県,M,宿泊業，飲食サービス業,60～64歳,15.89,4.38,195.06
2011,08,茨城県,M,宿泊業，飲食サービス業,65～69歳,16.79,9.12,210.6
2011,08,茨城県,M,宿泊業，飲食サービス業,70歳～,-,-,-
2011,08,茨城県,N,生活関連サービス業，娯楽業,年齢計,27.56,40.46,371.18
2011,08,茨城県,N,生活関連サービス業，娯楽業,～19歳,18.79,2.01,227.49
2011,08,茨城県,N,生活関連サービス業，娯楽業,20～24歳,20.36,10.15,254.47
2011,08,茨城県,N,生活関連サービス業，娯楽業,25～29歳,22.1,25.88,291.08
2011,08,茨城県,N,生活関連サービス業，娯楽業,30～34歳,29.88,55,413.56
2011,08,茨城県,N,生活関連サービス業，娯楽業,35～39歳,32.91,70.26,465.18
2011,08,茨城県,N,生活関連サービス業，娯楽業,40～44歳,32.39,62.69,451.37
2011,08,茨城県,N,生活関連サービス業，娯楽業,45～49歳,33.65,56.26,460.06
2011,08,茨城県,N,生活関連サービス業，娯楽業,50～54歳,29.25,35.77,386.77
2011,08,茨城県,N,生活関連サービス業，娯楽業,55～59歳,30.74,46.86,415.74
2011,08,茨城県,N,生活関連サービス業，娯楽業,60～64歳,24,14.73,302.73
2011,08,茨城県,N,生活関連サービス業，娯楽業,65～69歳,18.36,2.23,222.55
2011,08,茨城県,N,生活関連サービス業，娯楽業,70歳～,12.13,0,145.56
2011,08,茨城県,O,教育，学習支援業,年齢計,39.45,133.09,606.49
2011,08,茨城県,O,教育，学習支援業,～19歳,-,-,-
2011,08,茨城県,O,教育，学習支援業,20～24歳,17.25,18.31,225.31
2011,08,茨城県,O,教育，学習支援業,25～29歳,24.62,42.02,337.46
2011,08,茨城県,O,教育，学習支援業,30～34歳,27.74,69.93,402.81
2011,08,茨城県,O,教育，学習支援業,35～39歳,41.39,119.67,616.35
2011,08,茨城県,O,教育，学習支援業,40～44歳,43.47,152.18,673.82
2011,08,茨城県,O,教育，学習支援業,45～49歳,50.95,183.41,794.81
2011,08,茨城県,O,教育，学習支援業,50～54歳,46.55,186.89,745.49
2011,08,茨城県,O,教育，学習支援業,55～59歳,51.2,215.27,829.67
2011,08,茨城県,O,教育，学習支援業,60～64歳,48.95,222.92,810.32
2011,08,茨城県,O,教育，学習支援業,65～69歳,45.44,169.37,714.65
2011,08,茨城県,O,教育，学習支援業,70歳～,-,-,-
2011,08,茨城県,P,医療，福祉,年齢計,25.83,64.29,374.25
2011,08,茨城県,P,医療，福祉,～19歳,14.39,18.75,191.43
2011,08,茨城県,P,医療，福祉,20～24歳,20.21,42.93,285.45
2011,08,茨城県,P,医療，福祉,25～29歳,20.78,52.74,302.1
2011,08,茨城県,P,医療，福祉,30～34歳,23.86,53.37,339.69
2011,08,茨城県,P,医療，福祉,35～39歳,26.63,65.15,384.71
2011,08,茨城県,P,医療，福祉,40～44歳,32.22,81.26,467.9
2011,08,茨城県,P,医療，福祉,45～49歳,27.21,76.27,402.79
2011,08,茨城県,P,医療，福祉,50～54歳,31.51,85.68,463.8
2011,08,茨城県,P,医療，福祉,55～59歳,28.28,81.35,420.71
2011,08,茨城県,P,医療，福祉,60～64歳,34.84,79.43,497.51
2011,08,茨城県,P,医療，福祉,65～69歳,21,28.73,280.73
2011,08,茨城県,P,医療，福祉,70歳～,200,0,2400
2011,08,茨城県,Q,複合サービス事業,年齢計,31.05,110.13,482.73
2011,08,茨城県,Q,複合サービス事業,～19歳,-,-,-
2011,08,茨城県,Q,複合サービス事業,20～24歳,19.47,42.67,276.31
2011,08,茨城県,Q,複合サービス事業,25～29歳,21.76,82.97,344.09
2011,08,茨城県,Q,複合サービス事業,30～34歳,27.6,95.76,426.96
2011,08,茨城県,Q,複合サービス事業,35～39歳,28.53,113.19,455.55
2011,08,茨城県,Q,複合サービス事業,40～44歳,35.48,133.76,559.52
2011,08,茨城県,Q,複合サービス事業,45～49歳,38.71,158.59,623.11
2011,08,茨城県,Q,複合サービス事業,50～54歳,35.15,106.89,528.69
2011,08,茨城県,Q,複合サービス事業,55～59歳,41.31,143.2,638.92
2011,08,茨城県,Q,複合サービス事業,60～64歳,29.73,89.4,446.16
2011,08,茨城県,Q,複合サービス事業,65～69歳,16.8,12.7,214.3
2011,08,茨城県,Q,複合サービス事業,70歳～,10.26,4.6,127.72
2011,08,茨城県,R,サービス業（他に分類されないもの）,年齢計,25.23,64.79,367.55
2011,08,茨城県,R,サービス業（他に分類されないもの）,～19歳,17.59,18.41,229.49
2011,08,茨城県,R,サービス業（他に分類されないもの）,20～24歳,18.66,27.71,251.63
2011,08,茨城県,R,サービス業（他に分類されないもの）,25～29歳,20.42,37.14,282.18
2011,08,茨城県,R,サービス業（他に分類されないもの）,30～34歳,22.03,54.09,318.45
2011,08,茨城県,R,サービス業（他に分類されないもの）,35～39歳,26.06,68.49,381.21
2011,08,茨城県,R,サービス業（他に分類されないもの）,40～44歳,28.87,83.99,430.43
2011,08,茨城県,R,サービス業（他に分類されないもの）,45～49歳,27.23,79.22,405.98
2011,08,茨城県,R,サービス業（他に分類されないもの）,50～54歳,30.29,96.28,459.76
2011,08,茨城県,R,サービス業（他に分類されないもの）,55～59歳,30.97,93.18,464.82
2011,08,茨城県,R,サービス業（他に分類されないもの）,60～64歳,21.17,35.89,289.93
2011,08,茨城県,R,サービス業（他に分類されないもの）,65～69歳,19.94,22.92,262.2
2011,08,茨城県,R,サービス業（他に分類されないもの）,70歳～,17.93,7.72,222.88
2011,09,栃木県,C,鉱業，採石業，砂利採取業,年齢計,27,68,392
2011,09,栃木県,C,鉱業，採石業，砂利採取業,～19歳,16.7,0,200.4
2011,09,栃木県,C,鉱業，採石業，砂利採取業,20～24歳,19.3,72.56,304.16
2011,09,栃木県,C,鉱業，採石業，砂利採取業,25～29歳,23.65,70.94,354.74
2011,09,栃木県,C,鉱業，採石業，砂利採取業,30～34歳,26.3,85.89,401.49
2011,09,栃木県,C,鉱業，採石業，砂利採取業,35～39歳,28.31,78.2,417.92
2011,09,栃木県,C,鉱業，採石業，砂利採取業,40～44歳,31.5,89.58,467.58
2011,09,栃木県,C,鉱業，採石業，砂利採取業,45～49歳,27.78,84.46,417.82
2011,09,栃木県,C,鉱業，採石業，砂利採取業,50～54歳,30.23,67.1,429.86
2011,09,栃木県,C,鉱業，採石業，砂利採取業,55～59歳,28.2,55.66,394.06
2011,09,栃木県,C,鉱業，採石業，砂利採取業,60～64歳,26.29,53.96,369.44
2011,09,栃木県,C,鉱業，採石業，砂利採取業,65～69歳,18,55.5,271.5
2011,09,栃木県,C,鉱業，採石業，砂利採取業,70歳～,14.57,60.87,235.71
2011,09,栃木県,D,建設業,年齢計,31.24,62.02,436.9
2011,09,栃木県,D,建設業,～19歳,18.13,24.98,242.54
2011,09,栃木県,D,建設業,20～24歳,21.05,79.95,332.55
2011,09,栃木県,D,建設業,25～29歳,24.86,80.51,378.83
2011,09,栃木県,D,建設業,30～34歳,28.27,56.88,396.12
2011,09,栃木県,D,建設業,35～39歳,30.09,73.63,434.71
2011,09,栃木県,D,建設業,40～44歳,33.61,70.16,473.48
2011,09,栃木県,D,建設業,45～49歳,40.91,110.52,601.44
2011,09,栃木県,D,建設業,50～54歳,34.29,46.09,457.57
2011,09,栃木県,D,建設業,55～59歳,35.15,32.43,454.23
2011,09,栃木県,D,建設業,60～64歳,29.27,12.97,364.21
2011,09,栃木県,D,建設業,65～69歳,19.96,8.17,247.69
2011,09,栃木県,D,建設業,70歳～,29.45,5.75,359.15
2011,09,栃木県,E,製造業,年齢計,28.65,84.25,428.05
2011,09,栃木県,E,製造業,～19歳,18.1,14.76,231.96
2011,09,栃木県,E,製造業,20～24歳,19.39,46.89,279.57
2011,09,栃木県,E,製造業,25～29歳,22.3,56.83,324.43
2011,09,栃木県,E,製造業,30～34歳,24.62,64.95,360.39
2011,09,栃木県,E,製造業,35～39歳,27.92,84.6,419.64
2011,09,栃木県,E,製造業,40～44歳,31.29,98.89,474.37
2011,09,栃木県,E,製造業,45～49歳,35.64,122.48,550.16
2011,09,栃木県,E,製造業,50～54歳,34.38,109.05,521.61
2011,09,栃木県,E,製造業,55～59歳,33.59,103.09,506.17
2011,09,栃木県,E,製造業,60～64歳,21.75,35.53,296.53
2011,09,栃木県,E,製造業,65～69歳,20.53,19.63,265.99
2011,09,栃木県,E,製造業,70歳～,24.42,11.03,304.07
2011,09,栃木県,F,電気・ガス・熱供給・水道業,年齢計,37.87,159.66,614.1
2011,09,栃木県,F,電気・ガス・熱供給・水道業,～19歳,15.93,14.23,205.39
2011,09,栃木県,F,電気・ガス・熱供給・水道業,20～24歳,19.68,70.85,307.01
2011,09,栃木県,F,電気・ガス・熱供給・水道業,25～29歳,24.36,93.06,385.38
2011,09,栃木県,F,電気・ガス・熱供給・水道業,30～34歳,30.79,127.11,496.59
2011,09,栃木県,F,電気・ガス・熱供給・水道業,35～39歳,36.59,154.9,593.98
2011,09,栃木県,F,電気・ガス・熱供給・水道業,40～44歳,41.44,181.64,678.92
2011,09,栃木県,F,電気・ガス・熱供給・水道業,45～49歳,47.2,206.63,773.03
2011,09,栃木県,F,電気・ガス・熱供給・水道業,50～54歳,51.58,223.47,842.43
2011,09,栃木県,F,電気・ガス・熱供給・水道業,55～59歳,52.37,241.42,869.86
2011,09,栃木県,F,電気・ガス・熱供給・水道業,60～64歳,57.84,205.71,899.79
2011,09,栃木県,F,電気・ガス・熱供給・水道業,65～69歳,-,-,-
2011,09,栃木県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2011,09,栃木県,G,情報通信業,年齢計,29.24,84.91,435.79
2011,09,栃木県,G,情報通信業,～19歳,15.98,19.94,211.7
2011,09,栃木県,G,情報通信業,20～24歳,20.49,32.17,278.05
2011,09,栃木県,G,情報通信業,25～29歳,23.47,60.45,342.09
2011,09,栃木県,G,情報通信業,30～34歳,27.12,78.08,403.52
2011,09,栃木県,G,情報通信業,35～39歳,28.47,85.05,426.69
2011,09,栃木県,G,情報通信業,40～44歳,34.95,114.91,534.31
2011,09,栃木県,G,情報通信業,45～49歳,35.75,116.45,545.45
2011,09,栃木県,G,情報通信業,50～54歳,43.34,138.48,658.56
2011,09,栃木県,G,情報通信業,55～59歳,35.25,111.8,534.8
2011,09,栃木県,G,情報通信業,60～64歳,26.7,65.23,385.63
2011,09,栃木県,G,情報通信業,65～69歳,18.83,32.55,258.51
2011,09,栃木県,G,情報通信業,70歳～,-,-,-
2011,09,栃木県,H,運輸業，郵便業,年齢計,25.13,45.61,347.17
2011,09,栃木県,H,運輸業，郵便業,～19歳,16.89,9.27,211.95
2011,09,栃木県,H,運輸業，郵便業,20～24歳,18.95,93.39,320.79
2011,09,栃木県,H,運輸業，郵便業,25～29歳,20.83,47.39,297.35
2011,09,栃木県,H,運輸業，郵便業,30～34歳,23.61,46.52,329.84
2011,09,栃木県,H,運輸業，郵便業,35～39歳,26.71,52.79,373.31
2011,09,栃木県,H,運輸業，郵便業,40～44歳,26.32,41.95,357.79
2011,09,栃木県,H,運輸業，郵便業,45～49歳,25.12,26.74,328.18
2011,09,栃木県,H,運輸業，郵便業,50～54歳,27.1,65.73,390.93
2011,09,栃木県,H,運輸業，郵便業,55～59歳,27.28,62.69,390.05
2011,09,栃木県,H,運輸業，郵便業,60～64歳,21.68,14.73,274.89
2011,09,栃木県,H,運輸業，郵便業,65～69歳,21.79,0.28,261.76
2011,09,栃木県,H,運輸業，郵便業,70歳～,25.16,24,325.92
2011,09,栃木県,I,卸売業，小売業,年齢計,26.62,57.06,376.5
2011,09,栃木県,I,卸売業，小売業,～19歳,15.23,5,187.76
2011,09,栃木県,I,卸売業，小売業,20～24歳,18.41,27.46,248.38
2011,09,栃木県,I,卸売業，小売業,25～29歳,22.7,47.01,319.41
2011,09,栃木県,I,卸売業，小売業,30～34歳,26.38,55.8,372.36
2011,09,栃木県,I,卸売業，小売業,35～39歳,28,66.78,402.78
2011,09,栃木県,I,卸売業，小売業,40～44歳,30.21,74.72,437.24
2011,09,栃木県,I,卸売業，小売業,45～49歳,34.61,84.12,499.44
2011,09,栃木県,I,卸売業，小売業,50～54歳,30.11,62.84,424.16
2011,09,栃木県,I,卸売業，小売業,55～59歳,31.01,66.9,439.02
2011,09,栃木県,I,卸売業，小売業,60～64歳,22.83,30.74,304.7
2011,09,栃木県,I,卸売業，小売業,65～69歳,18.48,21.92,243.68
2011,09,栃木県,I,卸売業，小売業,70歳～,17.82,9.85,223.69
2011,09,栃木県,J,金融業，保険業,年齢計,34.69,119.71,535.99
2011,09,栃木県,J,金融業，保険業,～19歳,14.74,23.47,200.35
2011,09,栃木県,J,金融業，保険業,20～24歳,20.53,40.74,287.1
2011,09,栃木県,J,金融業，保険業,25～29歳,24.99,84.67,384.55
2011,09,栃木県,J,金融業，保険業,30～34歳,28.19,98.34,436.62
2011,09,栃木県,J,金融業，保険業,35～39歳,33.97,120.95,528.59
2011,09,栃木県,J,金融業，保険業,40～44歳,39.74,142.88,619.76
2011,09,栃木県,J,金融業，保険業,45～49歳,42.28,152.24,659.6
2011,09,栃木県,J,金融業，保険業,50～54歳,41.5,154.97,652.97
2011,09,栃木県,J,金融業，保険業,55～59歳,41.1,138.52,631.72
2011,09,栃木県,J,金融業，保険業,60～64歳,30.79,114.21,483.69
2011,09,栃木県,J,金融業，保険業,65～69歳,46.93,94.54,657.7
2011,09,栃木県,J,金融業，保険業,70歳～,18.28,31.53,250.89
2011,09,栃木県,K,不動産業，物品賃貸業,年齢計,29.93,68.25,427.41
2011,09,栃木県,K,不動産業，物品賃貸業,～19歳,20.2,0,242.4
2011,09,栃木県,K,不動産業，物品賃貸業,20～24歳,20.78,23.78,273.14
2011,09,栃木県,K,不動産業，物品賃貸業,25～29歳,22.69,59.77,332.05
2011,09,栃木県,K,不動産業，物品賃貸業,30～34歳,27.11,51.9,377.22
2011,09,栃木県,K,不動産業，物品賃貸業,35～39歳,30.26,79.64,442.76
2011,09,栃木県,K,不動産業，物品賃貸業,40～44歳,34.69,78.69,494.97
2011,09,栃木県,K,不動産業，物品賃貸業,45～49歳,38.02,96.03,552.27
2011,09,栃木県,K,不動産業，物品賃貸業,50～54歳,32.7,85.13,477.53
2011,09,栃木県,K,不動産業，物品賃貸業,55～59歳,41.63,84.11,583.67
2011,09,栃木県,K,不動産業，物品賃貸業,60～64歳,21.34,48.49,304.57
2011,09,栃木県,K,不動産業，物品賃貸業,65～69歳,23.56,26.33,309.05
2011,09,栃木県,K,不動産業，物品賃貸業,70歳～,-,-,-
2011,09,栃木県,L,学術研究，専門・技術サービス業,年齢計,39.21,174.49,645.01
2011,09,栃木県,L,学術研究，専門・技術サービス業,～19歳,18.03,54.38,270.74
2011,09,栃木県,L,学術研究，専門・技術サービス業,20～24歳,19.76,65.14,302.26
2011,09,栃木県,L,学術研究，専門・技術サービス業,25～29歳,25.14,115.11,416.79
2011,09,栃木県,L,学術研究，専門・技術サービス業,30～34歳,33.11,142.72,540.04
2011,09,栃木県,L,学術研究，専門・技術サービス業,35～39歳,38.47,165.73,627.37
2011,09,栃木県,L,学術研究，専門・技術サービス業,40～44歳,45.33,205.71,749.67
2011,09,栃木県,L,学術研究，専門・技術サービス業,45～49歳,50.94,235.24,846.52
2011,09,栃木県,L,学術研究，専門・技術サービス業,50～54歳,53.4,260.83,901.63
2011,09,栃木県,L,学術研究，専門・技術サービス業,55～59歳,49.27,209.38,800.62
2011,09,栃木県,L,学術研究，専門・技術サービス業,60～64歳,32.79,134.28,527.76
2011,09,栃木県,L,学術研究，専門・技術サービス業,65～69歳,24.62,44,339.44
2011,09,栃木県,L,学術研究，専門・技術サービス業,70歳～,-,-,-
2011,09,栃木県,M,宿泊業，飲食サービス業,年齢計,21.5,18.9,276.9
2011,09,栃木県,M,宿泊業，飲食サービス業,～19歳,15.35,4.82,189.02
2011,09,栃木県,M,宿泊業，飲食サービス業,20～24歳,16.19,10.26,204.54
2011,09,栃木県,M,宿泊業，飲食サービス業,25～29歳,19.27,17.27,248.51
2011,09,栃木県,M,宿泊業，飲食サービス業,30～34歳,24.08,21.17,310.13
2011,09,栃木県,M,宿泊業，飲食サービス業,35～39歳,25.65,37.74,345.54
2011,09,栃木県,M,宿泊業，飲食サービス業,40～44歳,23.31,18.27,297.99
2011,09,栃木県,M,宿泊業，飲食サービス業,45～49歳,19.12,9.51,238.95
2011,09,栃木県,M,宿泊業，飲食サービス業,50～54歳,24.53,6.2,300.56
2011,09,栃木県,M,宿泊業，飲食サービス業,55～59歳,19.62,18.96,254.4
2011,09,栃木県,M,宿泊業，飲食サービス業,60～64歳,21.72,8.57,269.21
2011,09,栃木県,M,宿泊業，飲食サービス業,65～69歳,15.12,11.03,192.47
2011,09,栃木県,M,宿泊業，飲食サービス業,70歳～,15.36,0,184.32
2011,09,栃木県,N,生活関連サービス業，娯楽業,年齢計,22.01,23.67,287.79
2011,09,栃木県,N,生活関連サービス業，娯楽業,～19歳,16.77,1.84,203.08
2011,09,栃木県,N,生活関連サービス業，娯楽業,20～24歳,18.7,11.01,235.41
2011,09,栃木県,N,生活関連サービス業，娯楽業,25～29歳,21.23,23.12,277.88
2011,09,栃木県,N,生活関連サービス業，娯楽業,30～34歳,22.69,31.78,304.06
2011,09,栃木県,N,生活関連サービス業，娯楽業,35～39歳,25.2,30.17,332.57
2011,09,栃木県,N,生活関連サービス業，娯楽業,40～44歳,25.32,33.43,337.27
2011,09,栃木県,N,生活関連サービス業，娯楽業,45～49歳,22.51,21.51,291.63
2011,09,栃木県,N,生活関連サービス業，娯楽業,50～54歳,25.28,28.05,331.41
2011,09,栃木県,N,生活関連サービス業，娯楽業,55～59歳,21.92,26.9,289.94
2011,09,栃木県,N,生活関連サービス業，娯楽業,60～64歳,18.48,16.26,238.02
2011,09,栃木県,N,生活関連サービス業，娯楽業,65～69歳,15.81,4.14,193.86
2011,09,栃木県,N,生活関連サービス業，娯楽業,70歳～,13.91,0.15,167.07
2011,09,栃木県,O,教育，学習支援業,年齢計,34.73,102.66,519.42
2011,09,栃木県,O,教育，学習支援業,～19歳,16.55,4.69,203.29
2011,09,栃木県,O,教育，学習支援業,20～24歳,18.63,34.44,258
2011,09,栃木県,O,教育，学習支援業,25～29歳,21.63,48.11,307.67
2011,09,栃木県,O,教育，学習支援業,30～34歳,26.73,68.12,388.88
2011,09,栃木県,O,教育，学習支援業,35～39歳,34.56,95.73,510.45
2011,09,栃木県,O,教育，学習支援業,40～44歳,37.68,118.14,570.3
2011,09,栃木県,O,教育，学習支援業,45～49歳,41.24,131.9,626.78
2011,09,栃木県,O,教育，学習支援業,50～54歳,46.16,150.87,704.79
2011,09,栃木県,O,教育，学習支援業,55～59歳,47.64,164.52,736.2
2011,09,栃木県,O,教育，学習支援業,60～64歳,39.94,121.2,600.48
2011,09,栃木県,O,教育，学習支援業,65～69歳,34.64,89.64,505.32
